id,session,age,age_cl,appearance_cl,bmi,schooling,asq_cl,provider_second,asian_cl,black_cl,hispanic_cl,othrace_cl,reg,hot,massage_cl,lnw,llength,unsafe,asian,black,hispanic,other,white,asq,cohab,married,divorced,separated,nevermarried,widowed
114.0,1,41,56.0,8,22.594124,16.0,3136.0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.214608,4.0943446,1.0,0,0,0,0,1,1681.0,0,0,1,0,0,0
114.0,2,41,60.0,6,22.594124,16.0,3600.0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.9914646,4.0943446,1.0,0,0,0,0,1,1681.0,0,0,1,0,0,0
114.0,3,41,50.0,7,22.594124,16.0,2500.0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.480639,4.317488,1.0,0,0,0,0,1,1681.0,0,0,1,0,0,0
177.0,2,46,46.0,7,25.83983,16.0,2116.0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.886104,3.912023,1.0,0,0,0,0,1,2116.0,0,1,0,0,0,0
177.0,4,46,46.0,9,25.83983,16.0,2116.0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.078476,4.0073333,1.0,0,0,0,0,1,2116.0,0,1,0,0,0,0
177.0,3,46,58.0,8,25.83983,16.0,3364.0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.886104,3.912023,1.0,0,0,0,0,1,2116.0,0,1,0,0,0,0
177.0,1,46,34.0,8,25.83983,16.0,1156.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.2791467,3.8066626,1.0,0,0,0,0,1,2116.0,0,1,0,0,0,0
89.0,3,21,29.0,5,21.14168,14.0,841.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.560682,4.0943446,1.0,0,0,0,0,1,441.0,0,0,0,0,1,0
89.0,2,21,44.0,9,21.14168,14.0,1936.0,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0,5.521461,4.787492,0.0,0,0,0,0,1,441.0,0,0,0,0,1,0
89.0,1,21,38.0,7,21.14168,14.0,1444.0,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5.521461,5.480639,1.0,0,0,0,0,1,441.0,0,0,0,0,1,0
502.0,2,38,,6,45.720604,14.0,,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5.0106354,4.0943446,1.0,0,0,0,0,1,1444.0,0,0,0,0,1,0
502.0,3,38,,6,45.720604,14.0,,1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0106354,4.0943446,1.0,0,0,0,0,1,1444.0,0,0,0,0,1,0
502.0,1,38,45.0,8,45.720604,14.0,2025.0,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5.0106354,4.0943446,1.0,0,0,0,0,1,1444.0,0,0,0,0,1,0
502.0,4,38,52.0,4,45.720604,14.0,2704.0,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5.2983174,3.4011974,1.0,0,0,0,0,1,1444.0,0,0,0,0,1,0
1.0,1,23,46.0,5,20.48283,14.0,2116.0,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,5.5859995,3.8066626,1.0,0,0,0,1,0,529.0,0,0,0,0,1,0
1.0,2,23,33.0,6,20.48283,14.0,1089.0,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,5.809143,4.4998097,1.0,0,0,0,1,0,529.0,0,0,0,0,1,0
1.0,3,23,,,20.48283,14.0,,1,,,,,0.0,1.0,1.0,5.4161005,4.787492,1.0,0,0,0,1,0,529.0,0,0,0,0,1,0
1.0,4,23,61.0,4,20.48283,14.0,3721.0,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,5.4161005,5.480639,1.0,0,0,0,1,0,529.0,0,0,0,0,1,0
266.0,1,39,45.0,7,21.78719,12.0,2025.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.857933,4.0943446,0.0,0,0,0,0,1,1521.0,0,1,0,0,0,0
266.0,3,39,50.0,7,21.78719,12.0,2500.0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.521461,4.0943446,0.0,0,0,0,0,1,1521.0,0,1,0,0,0,0
266.0,4,39,50.0,7,21.78719,12.0,2500.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.521461,4.0943446,0.0,0,0,0,0,1,1521.0,0,1,0,0,0,0
266.0,2,39,,,21.78719,12.0,,1,,,,,1.0,0.0,0.0,5.7838254,4.787492,0.0,0,0,0,0,1,1521.0,0,1,0,0,0,0
253.0,1,38,45.0,8,26.622486,16.0,2025.0,1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.480639,3.912023,0.0,0,0,1,0,0,1444.0,0,0,0,0,1,0
253.0,3,38,30.0,8,26.622486,16.0,900.0,1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.7037826,3.912023,0.0,0,0,1,0,0,1444.0,0,0,0,0,1,0
253.0,2,38,40.0,8,26.622486,16.0,1600.0,1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.809143,3.8066626,0.0,0,0,1,0,0,1444.0,0,0,0,0,1,0
253.0,4,38,50.0,7,26.622486,16.0,2500.0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.5859995,3.8066626,0.0,0,0,1,0,0,1444.0,0,0,0,0,1,0
120.0,3,47,71.0,6,19.13491,14.0,5041.0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.2983174,4.4998097,1.0,0,0,0,0,1,2209.0,0,0,1,0,0,0
120.0,1,47,50.0,8,19.13491,14.0,2500.0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.115996,4.4998097,1.0,0,0,0,0,1,2209.0,0,0,1,0,0,0
120.0,2,47,55.0,7,19.13491,14.0,3025.0,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,5.2983174,4.4998097,1.0,0,0,0,0,1,2209.0,0,0,1,0,0,0
120.0,4,47,45.0,4,19.13491,14.0,2025.0,1,0.0,0.0,0.0,1.0,0.0,1.0,1.0,5.2983174,4.787492,1.0,0,0,0,0,1,2209.0,0,0,1,0,0,0
186.0,4,44,72.0,7,29.177246,14.0,5184.0,1,1.0,0.0,0.0,0.0,1.0,1.0,0.0,5.7037826,4.0943446,1.0,0,0,0,0,1,1936.0,0,0,0,1,0,0
186.0,2,44,43.0,6,29.177246,14.0,1849.0,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,5.2983174,4.4998097,0.0,0,0,0,0,1,1936.0,0,0,0,1,0,0
186.0,1,44,53.0,7,29.177246,14.0,2809.0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.2983174,4.0943446,0.0,0,0,0,0,1,1936.0,0,0,0,1,0,0
186.0,3,44,62.0,6,29.177246,14.0,3844.0,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,5.0106354,4.787492,0.0,0,0,0,0,1,1936.0,0,0,0,1,0,0
665.0,2,28,35.0,5,25.68279,14.0,1225.0,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,5.8373137,4.248495,1.0,0,0,0,0,1,784.0,1,0,0,0,0,0
665.0,3,28,55.0,2,25.68279,14.0,3025.0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.164786,4.787492,0.0,0,0,0,0,1,784.0,1,0,0,0,0,0
665.0,4,28,55.0,3,25.68279,14.0,3025.0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.530461,3.5553482,1.0,0,0,0,0,1,784.0,1,0,0,0,0,0
665.0,1,28,45.0,3,25.68279,14.0,2025.0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.7037826,4.0943446,1.0,0,0,0,0,1,784.0,1,0,0,0,0,0
483.0,2,37,50.0,6,20.36911,14.0,2500.0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.536177,5.192957,0.0,0,0,0,0,1,1369.0,0,0,1,0,0,0
483.0,4,37,48.0,4,20.36911,14.0,2304.0,2,0.0,0.0,1.0,0.0,1.0,1.0,0.0,4.3820267,6.3969297,0.0,0,0,0,0,1,1369.0,0,0,1,0,0,0
254.0,1,28,36.0,8,18.457256,16.0,1296.0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.7037826,4.787492,0.0,0,0,0,0,1,784.0,0,0,0,0,1,0
254.0,2,28,58.0,6,18.457256,16.0,3364.0,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,5.7037826,5.192957,0.0,0,0,0,0,1,784.0,0,0,0,0,1,0
672.0,1,29,18.0,2,21.94589,14.0,324.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5022902,4.4998097,0.0,0,1,0,0,0,841.0,0,0,1,0,0,0
571.0,3,39,35.0,7,21.588667,14.0,1225.0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.857933,4.787492,1.0,1,0,0,0,0,1521.0,0,0,1,0,0,0
571.0,1,39,50.0,7,21.588667,14.0,2500.0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.9565454,2.9957323,1.0,1,0,0,0,0,1521.0,0,0,1,0,0,0
571.0,2,39,67.0,6,21.588667,14.0,4489.0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.2983174,4.0943446,1.0,1,0,0,0,0,1521.0,0,0,1,0,0,0
571.0,4,39,40.0,7,21.588667,14.0,1600.0,1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.9914646,4.0943446,1.0,1,0,0,0,0,1521.0,0,0,1,0,0,0
137.0,3,33,45.0,8,24.886475,16.0,2025.0,1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.075174,3.8066626,1.0,0,0,1,0,0,1089.0,0,1,0,0,0,0
137.0,1,33,65.0,5,24.886475,16.0,4225.0,1,0.0,0.0,0.0,0.0,1.0,1.0,1.0,4.787492,3.6888795,1.0,0,0,1,0,0,1089.0,0,1,0,0,0,0
137.0,2,33,35.0,7,24.886475,16.0,1225.0,1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.6347895,3.4011974,1.0,0,0,1,0,0,1089.0,0,1,0,0,0,0
137.0,4,33,39.0,5,24.886475,16.0,1521.0,1,0.0,0.0,0.0,0.0,1.0,1.0,1.0,5.4161005,3.6888795,1.0,0,0,1,0,0,1089.0,0,1,0,0,0,0
157.0,3,22,35.0,1,22.140337,14.0,1225.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.9914646,3.8066626,0.0,0,0,0,0,1,484.0,0,0,0,0,1,0
157.0,2,22,25.0,5,22.140337,14.0,625.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.090077,1.609438,0.0,0,0,0,0,1,484.0,0,0,0,0,1,0
157.0,1,22,30.0,5,22.140337,14.0,900.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.6200733,2.9957323,1.0,0,0,0,0,1,484.0,0,0,0,0,1,0
76.0,2,42,,,19.933838,12.0,,2,,,,,0.0,0.0,0.0,5.809143,4.4998097,0.0,0,0,0,1,0,1764.0,0,0,1,0,0,0
76.0,4,42,52.0,3,19.933838,12.0,2704.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.9914646,3.4011974,0.0,0,0,0,1,0,1764.0,0,0,1,0,0,0
76.0,3,42,,,19.933838,12.0,,2,,,,,0.0,0.0,0.0,5.857933,4.0943446,0.0,0,0,0,1,0,1764.0,0,0,1,0,0,0
76.0,1,42,52.0,3,19.933838,12.0,2704.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.7037826,3.912023,0.0,0,0,0,1,0,1764.0,0,0,1,0,0,0
68.0,4,46,59.0,4,22.494583,14.0,3481.0,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,5.441418,4.8675346,0.0,0,0,0,0,1,2116.0,0,0,1,0,0,0
68.0,2,46,55.0,3,22.494583,14.0,3025.0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.7037826,3.912023,0.0,0,0,0,0,1,2116.0,0,0,1,0,0,0
68.0,3,46,39.0,8,22.494583,14.0,1521.0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.7037826,3.912023,0.0,0,0,0,0,1,2116.0,0,0,1,0,0,0
68.0,1,46,62.0,3,22.494583,14.0,3844.0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.480639,4.828314,0.0,0,0,0,0,1,2116.0,0,0,1,0,0,0
65.0,2,25,30.0,3,18.826622,16.0,900.0,1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.521461,4.0943446,0.0,0,0,0,0,1,625.0,0,0,0,0,1,0
65.0,1,25,47.0,8,18.826622,16.0,2209.0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.5859995,4.4998097,0.0,0,0,0,0,1,625.0,0,0,0,0,1,0
73.0,1,36,40.0,5,20.085714,14.0,1600.0,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0106354,4.787492,0.0,0,0,0,1,0,1296.0,0,0,1,0,0,0
73.0,2,36,45.0,6,20.085714,14.0,2025.0,1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.9914646,3.4011974,0.0,0,0,0,1,0,1296.0,0,0,1,0,0,0
73.0,4,36,40.0,5,20.085714,14.0,1600.0,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4.828314,4.787492,0.0,0,0,0,1,0,1296.0,0,0,1,0,0,0
73.0,3,36,35.0,7,20.085714,14.0,1225.0,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5.9914646,4.0943446,0.0,0,0,0,1,0,1296.0,0,0,1,0,0,0
153.0,3,34,30.0,6,29.85652,14.0,900.0,1,0.0,0.0,0.0,0.0,1.0,1.0,1.0,5.0388064,4.248495,0.0,0,0,0,0,1,1156.0,0,0,1,0,0,0
153.0,1,34,34.0,3,29.85652,14.0,1156.0,1,0.0,0.0,0.0,1.0,0.0,1.0,1.0,5.2983174,4.0943446,0.0,0,0,0,0,1,1156.0,0,0,1,0,0,0
153.0,4,34,35.0,7,29.85652,14.0,1225.0,1,0.0,0.0,0.0,0.0,1.0,1.0,1.0,5.521461,3.4011974,0.0,0,0,0,0,1,1156.0,0,0,1,0,0,0
153.0,2,34,54.0,7,29.85652,14.0,2916.0,1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.2983174,4.0943446,0.0,0,0,0,0,1,1156.0,0,0,1,0,0,0
210.0,1,41,59.0,5,20.404192,16.0,3481.0,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5.115996,5.192957,0.0,0,0,0,0,1,1681.0,0,0,1,0,0,0
210.0,2,41,38.0,8,20.404192,16.0,1444.0,1,0.0,0.0,0.0,1.0,1.0,0.0,1.0,5.7037826,4.0943446,0.0,0,0,0,0,1,1681.0,0,0,1,0,0,0
210.0,3,41,63.0,4,20.404192,16.0,3969.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.5859995,4.4998097,0.0,0,0,0,0,1,1681.0,0,0,1,0,0,0
453.0,3,23,40.0,6,24.798855,14.0,1600.0,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,5.2983174,4.0943446,1.0,0,0,0,0,1,529.0,0,0,0,0,1,0
453.0,1,23,45.0,4,24.798855,14.0,2025.0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.480639,4.6051702,1.0,0,0,0,0,1,529.0,0,0,0,0,1,0
453.0,4,23,35.0,1,24.798855,14.0,1225.0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.2983174,3.4011974,1.0,0,0,0,0,1,529.0,0,0,0,0,1,0
453.0,2,23,53.0,10,24.798855,14.0,2809.0,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,5.2983174,4.0943446,1.0,0,0,0,0,1,529.0,0,0,0,0,1,0
262.0,2,29,28.0,8,34.32617,14.0,784.0,1,0.0,1.0,0.0,0.0,1.0,1.0,0.0,5.521461,4.0943446,0.0,0,0,0,1,0,841.0,0,1,0,0,0,0
262.0,1,29,30.0,5,34.32617,14.0,900.0,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,5.857933,4.0943446,0.0,0,0,0,1,0,841.0,0,1,0,0,0,0
492.0,1,35,45.0,7,20.504168,16.0,2025.0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,5.2983174,1.0,0,0,0,0,1,1225.0,0,0,1,0,0,0
492.0,2,35,45.0,6,20.504168,16.0,2025.0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,5.0106354,1.0,0,0,0,0,1,1225.0,0,0,1,0,0,0
492.0,4,35,75.0,3,20.504168,16.0,5625.0,2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,5.0106354,0.0,0,0,0,0,1,1225.0,0,0,1,0,0,0
492.0,3,35,,6,20.504168,16.0,,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,4.6051702,0.0,0,0,0,0,1,1225.0,0,0,1,0,0,0
640.0,1,36,40.0,3,19.57563,12.0,1600.0,1,0.0,0.0,1.0,0.0,0.0,1.0,1.0,5.857933,4.0943446,0.0,0,0,1,0,0,1296.0,0,0,1,0,0,0
640.0,2,36,37.5,5,19.57563,12.0,1406.25,1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.521461,4.0943446,0.0,0,0,1,0,0,1296.0,0,0,1,0,0,0
548.0,1,27,54.0,4,20.672127,16.0,2916.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,4.0943446,0.0,0,0,0,0,1,729.0,0,0,0,0,1,0
548.0,4,27,47.0,4,20.672127,16.0,2209.0,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,6.9077554,4.787492,0.0,0,0,0,0,1,729.0,0,0,0,0,1,0
548.0,3,27,50.0,4,20.672127,16.0,2500.0,1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.3969297,4.787492,1.0,0,0,0,0,1,729.0,0,0,0,0,1,0
548.0,2,27,34.0,7,20.672127,16.0,1156.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.3969297,4.787492,1.0,0,0,0,0,1,729.0,0,0,0,0,1,0
211.0,3,23,55.0,7,18.597883,11.0,3025.0,1,,,,,0.0,1.0,0.0,5.7037826,4.787492,1.0,1,0,0,0,0,529.0,0,1,0,0,0,0
211.0,1,23,45.0,5,18.597883,11.0,2025.0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.7037826,4.0943446,1.0,1,0,0,0,0,529.0,0,1,0,0,0,0
211.0,2,23,82.0,3,18.597883,11.0,6724.0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.7838254,4.787492,1.0,1,0,0,0,0,529.0,0,1,0,0,0,0
211.0,4,23,38.0,7,18.597883,11.0,1444.0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.7365723,4.0943446,1.0,1,0,0,0,0,529.0,0,1,0,0,0,0
644.0,2,32,35.0,8,24.797178,16.0,1225.0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.2983174,4.0943446,1.0,0,0,0,0,1,1024.0,0,0,1,0,0,0
644.0,1,32,40.0,10,24.797178,16.0,1600.0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.480639,4.4998097,1.0,0,0,0,0,1,1024.0,0,0,1,0,0,0
644.0,4,32,23.0,10,24.797178,16.0,529.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.480639,3.912023,1.0,0,0,0,0,1,1024.0,0,0,1,0,0,0
644.0,3,32,35.0,8,24.797178,16.0,1225.0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.2983174,4.0943446,1.0,0,0,0,0,1,1024.0,0,0,1,0,0,0
237.0,2,45,43.0,6,20.632425,14.0,1849.0,1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.9914646,4.0943446,1.0,0,0,0,0,1,2025.0,0,0,1,0,0,0
237.0,3,45,60.0,4,20.632425,14.0,3600.0,1,0.0,0.0,0.0,0.0,1.0,1.0,1.0,5.7037826,5.480639,1.0,0,0,0,0,1,2025.0,0,0,1,0,0,0
237.0,1,45,71.0,4,20.632425,14.0,5041.0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.7037826,4.0943446,1.0,0,0,0,0,1,2025.0,0,0,1,0,0,0
452.0,2,36,42.5,3,19.366392,14.0,1806.25,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.7037826,4.0943446,0.0,0,0,0,0,1,1296.0,1,0,0,0,0,0
452.0,4,36,35.0,4,19.366392,14.0,1225.0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.7037826,4.0943446,0.0,0,0,0,0,1,1296.0,1,0,0,0,0,0
452.0,1,36,60.0,3,19.366392,14.0,3600.0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.7037826,4.0943446,0.0,0,0,0,0,1,1296.0,1,0,0,0,0,0
452.0,3,36,40.0,4,19.366392,14.0,1600.0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.7037826,4.0943446,0.0,0,0,0,0,1,1296.0,1,0,0,0,0,0
264.0,1,40,30.0,7,18.288242,16.0,900.0,2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.9224715,3.8066626,0.0,0,0,0,0,1,1600.0,0,0,0,1,0,0
264.0,2,40,35.0,7,18.288242,16.0,1225.0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.480639,3.4011974,0.0,0,0,0,0,1,1600.0,0,0,0,1,0,0
86.0,4,26,42.0,5,42.569202,14.0,1764.0,1,0.0,0.0,1.0,0.0,1.0,1.0,0.0,5.7037826,4.787492,0.0,0,0,0,0,1,676.0,0,0,0,0,1,0
86.0,3,26,37.0,8,42.569202,14.0,1369.0,2,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5.521461,4.0943446,0.0,0,0,0,0,1,676.0,0,0,0,0,1,0
86.0,2,26,25.0,9,42.569202,14.0,625.0,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5.2983174,4.787492,1.0,0,0,0,0,1,676.0,0,0,0,0,1,0
86.0,1,26,43.0,3,42.569202,14.0,1849.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.452468,5.192957,0.0,0,0,0,0,1,676.0,0,0,0,0,1,0
92.0,1,24,73.0,2,26.25395,14.0,5329.0,1,0.0,0.0,0.0,0.0,1.0,1.0,1.0,5.9914646,5.0106354,0.0,0,0,0,1,0,576.0,0,0,0,0,1,0
92.0,4,24,42.0,3,26.25395,14.0,1764.0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.3969297,3.4011974,0.0,0,0,0,1,0,576.0,0,0,0,0,1,0
92.0,2,24,50.0,9,26.25395,14.0,2500.0,1,0.0,1.0,0.0,0.0,1.0,,0.0,5.7037826,4.0943446,0.0,0,0,0,1,0,576.0,0,0,0,0,1,0
92.0,3,24,30.0,9,26.25395,14.0,900.0,1,0.0,0.0,0.0,0.0,1.0,1.0,1.0,6.3969297,3.4011974,0.0,0,0,0,1,0,576.0,0,0,0,0,1,0
200.0,1,53,52.5,4,22.594124,16.0,2756.25,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,5.2983174,4.0943446,1.0,0,0,0,0,1,2809.0,0,0,1,0,0,0
200.0,4,53,55.0,2,22.594124,16.0,3025.0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.521461,4.0943446,1.0,0,0,0,0,1,2809.0,0,0,1,0,0,0
200.0,3,53,48.0,7,22.594124,16.0,2304.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2983174,4.0943446,1.0,0,0,0,0,1,2809.0,0,0,1,0,0,0
200.0,2,53,54.0,4,22.594124,16.0,2916.0,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,5.2983174,4.0943446,1.0,0,0,0,0,1,2809.0,0,0,1,0,0,0
46.0,3,21,40.0,2,19.967142,14.0,1600.0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.9914646,2.7080503,0.0,0,0,0,1,0,441.0,1,0,0,0,0,0
46.0,1,21,48.0,3,19.967142,14.0,2304.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.2983174,3.8066626,0.0,0,0,0,1,0,441.0,1,0,0,0,0,0
46.0,4,21,23.0,4,19.967142,14.0,529.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.090077,2.7080503,0.0,0,0,0,1,0,441.0,1,0,0,0,0,0
226.0,3,,55.0,6,22.140337,16.0,3025.0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.17012,3.4011974,1.0,0,0,0,0,1,,0,0,0,0,0,1
226.0,1,,65.0,2,22.140337,16.0,4225.0,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,5.452468,4.4998097,1.0,0,0,0,0,1,,0,0,0,0,0,1
226.0,4,,35.0,10,22.140337,16.0,1225.0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.6200733,4.0943446,1.0,0,0,0,0,1,,0,0,0,0,0,1
226.0,2,,35.0,9,22.140337,16.0,1225.0,2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0715075,4.4998097,1.0,0,0,0,0,1,,0,0,0,0,0,1
198.0,3,30,,6,24.02832,16.0,,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.886104,4.0943446,0.0,0,0,0,0,1,900.0,0,1,0,0,0,0
198.0,1,30,33.0,5,24.02832,16.0,1089.0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.560682,4.0943446,0.0,0,0,0,0,1,900.0,0,1,0,0,0,0
198.0,4,30,45.0,7,24.02832,16.0,2025.0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.7037826,4.0943446,1.0,0,0,0,0,1,900.0,0,1,0,0,0,0
198.0,2,30,60.0,6,24.02832,16.0,3600.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.560682,4.0943446,1.0,0,0,0,0,1,900.0,0,1,0,0,0,0
48.0,3,46,64.0,5,19.459555,14.0,4096.0,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4.1351666,5.480639,1.0,0,0,0,0,1,2116.0,0,0,1,0,0,0
48.0,1,46,38.0,8,19.459555,14.0,1444.0,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,5.2983174,4.4998097,1.0,0,0,0,0,1,2116.0,0,0,1,0,0,0
48.0,2,46,52.0,6,19.459555,14.0,2704.0,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5.4161005,4.0943446,1.0,0,0,0,0,1,2116.0,0,0,1,0,0,0
48.0,4,46,30.0,7,19.459555,14.0,900.0,1,0.0,1.0,0.0,0.0,0.0,1.0,1.0,4.8928523,4.4998097,1.0,0,0,0,0,1,2116.0,0,0,1,0,0,0
687.0,2,50,59.0,5,24.689125,14.0,3481.0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.2983174,4.4998097,0.0,0,0,0,0,1,2500.0,0,0,1,0,0,0
687.0,3,50,64.0,3,24.689125,14.0,4096.0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.192957,4.0943446,0.0,0,0,0,0,1,2500.0,0,0,1,0,0,0
687.0,1,50,55.0,5,24.689125,14.0,3025.0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.3936276,4.0943446,0.0,0,0,0,0,1,2500.0,0,0,1,0,0,0
676.0,4,23,35.0,8,17.852974,14.0,1225.0,2,0.0,0.0,0.0,0.0,1.0,1.0,0.0,5.9914646,3.4011974,1.0,0,0,0,0,1,529.0,0,0,0,0,1,0
676.0,1,23,33.0,7,17.852974,14.0,1089.0,2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.9914646,3.583519,1.0,0,0,0,0,1,529.0,0,0,0,0,1,0
